numero_processo,numero_cnj,classe_codigo,classe_nome,orgao_julgador,data_ajuizamento,ultima_atualizacao,qtd_movimentos,grau,link_consulta
50329218420244047000,5032921-84.2024.4.04.7000,417,Apelação Criminal,GAB 73 Des Federal LUIZ CARLOS CANALLI,2026-02-19,2026-08-02T06:26:09.299000Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50329218420244047000&selOrigem=TRF&chkMostrarBaixados=1
50329490920114047000,5032949-09.2011.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2016-11-16,2021-07-21T15:12:25.829000Z,24,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50329490920114047000&selOrigem=TRF&chkMostrarBaixados=1
50330871920244047000,5033087-19.2024.4.04.7000,417,Apelação Criminal,GAB 81 Des Federal LORACI FLORES DE LIMA,2026-08-25,2026-09-13T10:02:50.344000Z,8,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50330871920244047000&selOrigem=TRF&chkMostrarBaixados=1
50332986520184047000,5033298-65.2018.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2020-09-14,2024-09-20T03:20:27.274Z,22,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50332986520184047000&selOrigem=TRF&chkMostrarBaixados=1
50335436620244047000,5033543-66.2024.4.04.7000,417,Apelação Criminal,GAB 72 Des Federal ALEXANDRE GONCALVES LIPPEL,2026-08-26,2026-09-13T10:24:06.396000Z,9,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50335436620244047000&selOrigem=TRF&chkMostrarBaixados=1
50337317420154047000,5033731-74.2015.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2016-07-01,2021-07-16T08:03:39.229000Z,54,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50337317420154047000&selOrigem=TRF&chkMostrarBaixados=1
50338145620164047000,5033814-56.2016.4.04.7000,417,Apelação Criminal,GAB. 81 (Juiz Federal NIVALDO BRUNONI),2017-08-08,2021-07-12T14:57:02.821000Z,26,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50338145620164047000&selOrigem=TRF&chkMostrarBaixados=1
50338315820174047000,5033831-58.2017.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2018-08-24,2024-09-23T23:36:24.113Z,35,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50338315820174047000&selOrigem=TRF&chkMostrarBaixados=1
50347508120164047000,5034750-81.2016.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2017-06-12,2021-07-10T14:35:34.867000Z,20,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50347508120164047000&selOrigem=TRF&chkMostrarBaixados=1
50347729520234047000,5034772-95.2023.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2023-06-29,2025-10-15T11:54:31.407Z,67,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50347729520234047000&selOrigem=TRF&chkMostrarBaixados=1
50350675020144047000,5035067-50.2014.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2015-12-15,2021-07-13T19:10:20.049000Z,54,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50350675020144047000&selOrigem=TRF&chkMostrarBaixados=1
50351983020114047000,5035198-30.2011.4.04.7000,417,Apelação Criminal,GAB. 81 (Juiz Federal NIVALDO BRUNONI),2013-08-06,2021-07-24T05:03:15.219000Z,25,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50351983020114047000&selOrigem=TRF&chkMostrarBaixados=1
50352631520174047000,5035263-15.2017.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2020-09-03,2025-04-24T22:16:02.030Z,304,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50352631520174047000&selOrigem=TRF&chkMostrarBaixados=1
50354939120164047000,5035493-91.2016.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2018-04-11,2021-07-11T01:19:01.968000Z,20,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50354939120164047000&selOrigem=TRF&chkMostrarBaixados=1
50354964620164047000,5035496-46.2016.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2018-11-19,2025-04-25T01:11:38.797Z,91,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50354964620164047000&selOrigem=TRF&chkMostrarBaixados=1
50355437820204047000,5035543-78.2020.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2021-07-05,2024-08-30T19:10:49.061Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50355437820204047000&selOrigem=TRF&chkMostrarBaixados=1
50358543020244047000,5035854-30.2024.4.04.7000,417,Apelação Criminal,GAB 82 Des Federal MARCELO MALUCELLI,2026-04-13,2026-08-02T18:04:36.314000Z,25,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50358543020244047000&selOrigem=TRF&chkMostrarBaixados=1
50359393620124047000,5035939-36.2012.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2015-05-18,2021-07-21T04:29:01.155000Z,30,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50359393620124047000&selOrigem=TRF&chkMostrarBaixados=1
50361072820184047000,5036107-28.2018.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2020-07-09,2024-09-21T14:22:12.456Z,42,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50361072820184047000&selOrigem=TRF&chkMostrarBaixados=1
50362768320164047000,5036276-83.2016.4.04.7000,417,Apelação Criminal,GAB. 81 (Juiz Federal NIVALDO BRUNONI),2016-10-24,2021-07-13T18:58:17.434000Z,54,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50362768320164047000&selOrigem=TRF&chkMostrarBaixados=1
50363692220114047000,5036369-22.2011.4.04.7000,427,Remessa Necessária Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2021-05-11,2024-08-29T12:15:52.946Z,52,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50363692220114047000&selOrigem=TRF&chkMostrarBaixados=1
50365187620154047000,5036518-76.2015.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2017-10-27,2025-04-24T19:16:34.111Z,190,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50365187620154047000&selOrigem=TRF&chkMostrarBaixados=1
50365282320154047000,5036528-23.2015.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2016-08-09,2025-06-03T19:30:18.307Z,415,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50365282320154047000&selOrigem=TRF&chkMostrarBaixados=1
50365313620194047000,5036531-36.2019.4.04.7000,417,Apelação Criminal,GAB 83 Des Federal ANA PAULA DE BORTOLI,2025-01-28,2026-09-11T03:50:55.576000Z,45,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50365313620194047000&selOrigem=TRF&chkMostrarBaixados=1
50366642020154047000,5036664-20.2015.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2016-03-09,2025-06-15T05:01:54.140Z,31,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50366642020154047000&selOrigem=TRF&chkMostrarBaixados=1
50368088620184047000,5036808-86.2018.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2021-01-15,2025-04-24T21:57:49.481Z,67,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50368088620184047000&selOrigem=TRF&chkMostrarBaixados=1
50368378320114047000,5036837-83.2011.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2014-04-10,2021-07-23T23:07:31.009000Z,68,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50368378320114047000&selOrigem=TRF&chkMostrarBaixados=1
50370938420154047000,5037093-84.2015.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2019-02-05,2025-04-24T22:15:38.527Z,158,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50370938420154047000&selOrigem=TRF&chkMostrarBaixados=1
50371028020144047000,5037102-80.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2014-09-30,2025-06-14T14:30:40.557Z,195,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50371028020144047000&selOrigem=TRF&chkMostrarBaixados=1
50371227120144047000,5037122-71.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2014-11-14,2025-06-14T18:21:19.774Z,161,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50371227120144047000&selOrigem=TRF&chkMostrarBaixados=1
50371382520144047000,5037138-25.2014.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2014-10-09,2025-04-24T22:23:46.852Z,153,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50371382520144047000&selOrigem=TRF&chkMostrarBaixados=1
50371520920144047000,5037152-09.2014.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2014-10-01,2025-04-25T01:07:21.221Z,207,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50371520920144047000&selOrigem=TRF&chkMostrarBaixados=1
50371829220244047000,5037182-92.2024.4.04.7000,417,Apelação Criminal,GAB 82 Des Federal MARCELO MALUCELLI,2026-06-02,2026-09-12T15:14:41.930000Z,42,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50371829220244047000&selOrigem=TRF&chkMostrarBaixados=1
50372742220144047000,5037274-22.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2014-10-01,2024-09-22T08:30:39.574Z,134,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50372742220144047000&selOrigem=TRF&chkMostrarBaixados=1
50372846620144047000,5037284-66.2014.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2014-10-01,2025-04-25T01:08:45.673Z,184,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50372846620144047000&selOrigem=TRF&chkMostrarBaixados=1
50372959520144047000,5037295-95.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2014-11-17,2024-09-21T16:33:52.355Z,209,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50372959520144047000&selOrigem=TRF&chkMostrarBaixados=1
50373054220144047000,5037305-42.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2015-01-30,2024-09-23T09:00:07.120Z,272,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50373054220144047000&selOrigem=TRF&chkMostrarBaixados=1
50373140420144047000,5037314-04.2014.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2014-12-02,2025-04-25T00:41:22.192Z,150,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50373140420144047000&selOrigem=TRF&chkMostrarBaixados=1
50373175620144047000,5037317-56.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2014-11-14,2025-06-14T13:25:26.445Z,163,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50373175620144047000&selOrigem=TRF&chkMostrarBaixados=1
50373590820144047000,5037359-08.2014.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2015-02-25,2025-04-16T18:52:01.822Z,153,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50373590820144047000&selOrigem=TRF&chkMostrarBaixados=1
50373678220144047000,5037367-82.2014.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2014-10-01,2025-04-24T22:00:37.166Z,149,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50373678220144047000&selOrigem=TRF&chkMostrarBaixados=1
50373747420144047000,5037374-74.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2014-10-15,2024-09-22T23:50:10.830Z,160,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50373747420144047000&selOrigem=TRF&chkMostrarBaixados=1
50373808120144047000,5037380-81.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2014-10-01,2025-06-14T20:37:57.821Z,149,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50373808120144047000&selOrigem=TRF&chkMostrarBaixados=1
50373825120144047000,5037382-51.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2014-10-21,2025-06-15T00:51:05.358Z,150,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50373825120144047000&selOrigem=TRF&chkMostrarBaixados=1
50373850620144047000,5037385-06.2014.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2014-10-15,2025-04-24T21:57:33.017Z,48,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50373850620144047000&selOrigem=TRF&chkMostrarBaixados=1
50374105320134047000,5037410-53.2013.4.04.7000,417,Apelação Criminal,VicePresidencia,2017-11-10,2026-09-11T07:42:50.399000Z,528,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50374105320134047000&selOrigem=TRF&chkMostrarBaixados=1
50374771820134047000,5037477-18.2013.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2014-12-01,2021-07-24T02:38:27.879000Z,47,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50374771820134047000&selOrigem=TRF&chkMostrarBaixados=1
50375219520174047000,5037521-95.2017.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal ALEXANDRE GONÇALVES LIPPEL),2018-07-31,2025-11-15T01:25:16.159Z,58,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50375219520174047000&selOrigem=TRF&chkMostrarBaixados=1
50376605720114047000,5037660-57.2011.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2014-01-31,2021-07-13T21:02:05.077000Z,43,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50376605720114047000&selOrigem=TRF&chkMostrarBaixados=1
50378001820164047000,5037800-18.2016.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2018-08-20,2025-04-24T21:58:09.501Z,342,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50378001820164047000&selOrigem=TRF&chkMostrarBaixados=1
50380687720134047000,5038068-77.2013.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2015-09-22,2021-07-23T23:09:09.655000Z,40,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50380687720134047000&selOrigem=TRF&chkMostrarBaixados=1
50382640820174047000,5038264-08.2017.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2018-06-04,2024-08-15T07:37:53.108Z,27,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50382640820174047000&selOrigem=TRF&chkMostrarBaixados=1
50382887520134047000,5038288-75.2013.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2014-10-28,2021-07-24T04:55:15.814000Z,54,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50382887520134047000&selOrigem=TRF&chkMostrarBaixados=1
50387266220174047000,5038726-62.2017.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2018-08-29,2024-08-30T18:44:04.015Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50387266220174047000&selOrigem=TRF&chkMostrarBaixados=1
50394755020154047000,5039475-50.2015.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2016-05-23,2024-10-02T05:53:14.531Z,224,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50394755020154047000&selOrigem=TRF&chkMostrarBaixados=1
50395801220244047000,5039580-12.2024.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal ANA PAULA DE BORTOLI),2025-08-07,2025-09-14T16:50:57.139Z,13,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50395801220244047000&selOrigem=TRF&chkMostrarBaixados=1
50396363120134047000,5039636-31.2013.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2017-07-25,2021-07-12T14:56:18.356000Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50396363120134047000&selOrigem=TRF&chkMostrarBaixados=1
50398458720194047000,5039845-87.2019.4.04.7000,417,Apelação Criminal,GAB 83 Des Federal ANA PAULA DE BORTOLI,2025-04-03,2026-09-11T03:50:49.782000Z,20,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50398458720194047000&selOrigem=TRF&chkMostrarBaixados=1
50400182420134047000,5040018-24.2013.4.04.7000,417,Apelação Criminal,GAB. 81 (Juiz Federal NIVALDO BRUNONI),2015-02-19,2021-07-23T13:43:34.169000Z,24,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50400182420134047000&selOrigem=TRF&chkMostrarBaixados=1
50401062320174047000,5040106-23.2017.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB 83 Des Federal ANA PAULA DE BORTOLI,2019-10-25,2026-09-13T10:27:26.553000Z,184,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50401062320174047000&selOrigem=TRF&chkMostrarBaixados=1
50401114520174047000,5040111-45.2017.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2019-07-01,2024-09-23T16:10:06.553Z,125,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50401114520174047000&selOrigem=TRF&chkMostrarBaixados=1
